#Drugs	Distance	Num_targets
Lefradafiban	1.0	2
Halofuginone	1.0	2
Nilotinib	1.0	2
Olcegepant	1.0	2
Bifeprunox	-0.7424533248940002	2
Becocalcidiol	1.0	2
AZD3409	1.0	2
Pagoclone	0.15342640972002736	2
Tesmilifene	1.0	2
Stannsoporfin	-2.2924837393352857	2
Renzapride	1.0	2
Alfimeprase	-1.0222612188617115	2
Itopride	-0.30471895621705014	2
Crofelemer	1.5	2
Tamibarotene	1.0	2
HspE7	1.5	2
Reglixane	1.0	2
IGN311	1.0	2
Imexon	1.0	2
SGS-742	1.0	2
Ingenol Mebutate	-1.166102255087602	2
YSIL6	-1.1094379124341003	2
Amonafide	1.0	2
CTA018	1.5	2
Eprotirome	1.0	2
AT7519	1.0	2
RP101	1.0	2
Obinepitide	1.0	2
V1003	1.0	2
ATG003	5000.5	2
AER001	1.5	2
HY10275	-0.8195286648076292	2
OBE101	1.0	2
LY2140023	1.0	2
Elsamitrucin	1.0	2
Tanespimycin	1.0	2
ND7001	2.0	2
XL844	-0.4729550745276566	2
Elafin	1.0	2
AT9283	1.0	2
E-2012	-2.3978952727983707	2
XL281	1.0	2
CYC116	1.0	2
Egaptivon pegol	1.0	2
SPP1148	1.0	2
SD118	-1.1094379124341003	2
HE3286	1.0	2
NRP409	1.5	2
Fibrinolysin	-0.7824746787307684	2
Ronacaleret	5000.5	2
S-8184	1.0	2
LAX-101	-2.5619819897016294	2
OMS-103HP	-1.1094379124341003	2
WX-G250	1.5	2
Pimavanserin	-0.8195286648076292	2
TAK-475	2.0	2
Dexlansoprazole	1.5	2
SR-123781A	1.0	2
recombinant human GM-CSF	1.0	2
Tetrachlorodecaoxide	2.0	2
Cardarine	1.0	2
P54	1.0	2
PH-284	1.0	2
Pozanicline	1.0	2
Briakinumab	1.0	2
NOX-700	1.0	2
Tandutinib	1.0	2
SGN-30	1.0	2
omega interferon	1.5	2
PCL-016	1.5	2
AMD-070	1.0	2
VX-765	-2.6020033435383976	2
LI-301	-0.7424533248940002	2
Atiprimod	-1.1094379124341003	2
Telaprevir	1.5	2
Alanosine	10000.0	2
Brivaracetam	1.0	2
TG100-115	1.0	2
DDP-225	1.0	2
Levoketoconazole	1.0	2
Ustekinumab	1.0	2
BL-1020	-0.8195286648076292	2
CRx-119	-0.3958797346140275	2
Varespladib methyl	1.5	2
CYT006-AngQb	1.0	2
Thrombomodulin Alfa	1.0	2
GEM-231	1.0	2
Parathyroid hormone	1.0	2
Rivanicline	1.0	2
Ethyl pyruvate	-1.1094379124341003	2
CHF 4227	-0.5397207708399179	2
OSI-930	1.0	2
Resatorvid	1.0	2
Varlitinib	1.0	2
MDX-1303	1.5	2
EVT-101	-0.854025100551105	2
TAS-108	-0.5397207708399179	2
SNS-032	-0.9166066720281081	2
RAF-265	1.0	2
AV-412	1.0	2
SNX-5422	1.0	2
Lumateperone	-0.8195286648076292	2
PRLX 93936	1.0	2
VX-148	1.0	2
SNS-314	1.5	2
Nylidrin	2.0	2
Pentaerythritol tetranitrate	1.5	2
Rimonabant	1.0	2
Istaroxime	-0.5397207708399179	2
Icatibant	1.0	2
Rufinamide	1.0	2
Tolvaptan	1.0	2
Nelipepimut-S	-2.1972245773362196	2
Amelubant	1.0	2
Arzoxifene	-0.5397207708399179	2
Lonidamine	1.0	2
Sitaxentan	1.0	2
Sulodexide	1.0	2
Tezampanel	1.5	2
Becatecarin	1.0	2
Bazedoxifene	-0.5397207708399179	2
Ambrisentan	1.0	2
Oxymetholone	1.5	2
Declopramide	1.0	2
Ticalopride	1.0	2
Lonafarnib	1.0	2
Enrasentan	1.0	2
Fradafiban	1.0	2
Muraglitazar	1.0	2
Deramciclane	-2.6390573296152584	2
Resiquimod	1.5	2
Ragaglitazar	1.0	2
Tesaglitazar	1.0	2
Minodronic acid	2.0	2
Tezosentan	1.0	2
Casopitant	1.0	2
Belatacept	1.0	2
Betahistine	1.0	2
Desvenlafaxine	-0.3958797346140275	2
Isometheptene	1.0	2
Methyltestosterone	1.0	2
Naphazoline	1.0	2
Propylhexedrine	1.0	2
Fospropofol	1.0	2
Buserelin	1.0	2
Lornoxicam	1.0	2
Aniline	1.0	2
Aceclofenac	1.0	2
Drotaverine	4998.848707453503	2
Cabazitaxel	1.0	2
Capsaicin	1.0	2
Lanreotide	1.0	2
Methylnaltrexone	1.0	2
Nepafenac	1.0	2
Pralatrexate	1.5	2
2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE	1.0	2
2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	-0.5397207708399179	2
N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	1.0	2
(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	4998.96027922916	2
4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide	1.0	2
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	1.0	2
6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine	-0.7824746787307684	2
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide	1.0	2
17-METHYL-17-ALPHA-DIHYDROEQUILENIN	1.0	2
3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE	-0.5397207708399179	2
1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea	1.0	2
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	1.0	2
4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol	1.0	2
(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID	1.0	2
N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide	1.0	2
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE	1.0	2
2-CHLORO-5-(3-CHLORO-PHENYL)-6-[(4-CYANO-PHENYL)-(3-METHYL-3H-IMIDAZOL-4-YL)- METHOXYMETHYL]-NICOTINONITRILE	1.0	2
(2S)-1-(3H-Indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	1.0	2
(R)-Atenolol	1.5	2
2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL	-0.5397207708399179	2
N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE	-2.9540414690844656	2
(2R,3R,4S,5R)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	1.0	2
4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	1.0	2
4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclopentylpropanoyl)pyrrolidine-2-carboxamide	1.0	2
(1S)-2-(1H-INDOL-3-YL)-1-[({5-[(E)-2-PYRIDIN-4-YLVINYL]PYRIDIN-3-YL}OXY)METHYL]ETHYLAMINE	1.0	2
1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL	-0.5397207708399179	2
O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE	1.0	2
(S)-N-(4-carbamimidoylbenzyl)-1-(3-cyclohexylpropanoyl)pyrrolidine-2-carboxamide	1.0	2
(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE	1.0	2
4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME	-0.5397207708399179	2
N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine	1.0	2
(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID	2.0	2
4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE	1.0	2
4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	1.0	2
5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE	-0.5397207708399179	2
6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE	1.0	2
(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE	1.0	2
2-(4-HYDROXY-5-PHENYL-1H-PYRAZOL-3-YL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE	2.0	2
(2R)-2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}PROPENE-1-SULFONAMIDE	1.0	2
2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID	1.0	2
(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE	1.0	2
6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE	1.0	2
3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE	-0.5397207708399179	2
Veliparib	1.0	2
3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL	-0.5397207708399179	2
(4R)-7,8-dichloro-1',9-dimethyl-1-oxo-1,2,4,9-tetrahydrospiro[beta-carboline-3,4'-piperidine]-4-carbonitrile	1.0	2
5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE	-0.8862943611198906	2
[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA	2.0	2
N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE	1.0	2
5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE	1.0	2
2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE	1.0	2
2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHENESULFONAMIDE	1.0	2
3-[4-AMINO-1-(1-METHYLETHYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL]PHENOL	1.0	2
N~6~-cyclohexyl-N~2~-(4-morpholin-4-ylphenyl)-9H-purine-2,6-diamine	1.5	2
4-(2-Aminoethyl)Benzenesulfonyl Fluoride	-0.8862943611198906	2
Brefeldin A	1.0	2
6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE	-2.470821211304652	2
5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID)	1.5	2
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	-0.8862943611198906	2
2-[(2-methoxy-5-methylphenoxy)methyl]pyridine	1.5	2
4-[(5-methoxy-2-methylphenoxy)methyl]pyridine	1.5	2
(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one	1.0	2
3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID	1.0	2
5-[5,6-BIS(METHYLOXY)-1H-BENZIMIDAZOL-1-YL]-3-{[1-(2-CHLOROPHENYL)ETHYL]OXY}-2-THIOPHENECARBOXAMIDE	1.0	2
L-BENZYLSUCCINIC ACID	2.0	2
(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol	1.0	2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE	1.0	2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE	1.0	2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE	1.0	2
4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID	1.0	2
N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE	-0.04930614433405489	2
N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE	1.0	2
(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE	1.0	2
N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine	-1.1094379124341003	2
5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine	-1.1094379124341003	2
4-[4-(2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)-3-METHYL-1H-PYRAZOL-5-YL]-6-ETHYLBENZENE-1,3-DIOL	1.0	2
(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	-0.5397207708399179	2
SEBACIC ACID	1.5	2
N-[4-(3-BROMO-PHENYLAMINO)-QUINAZOLIN-6-YL]-ACRYLAMIDE	1.0	2
3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one	-1.1094379124341003	2
(9ALPHA,13BETA,17BETA)-2-[(1Z)-BUT-1-EN-1-YL]ESTRA-1,3,5(10)-TRIENE-3,17-DIOL	1.0	2
4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE	1.0	2
17alpha-Estriol	-0.5397207708399179	2
(9BETA,11ALPHA,13ALPHA,14BETA,17ALPHA)-11-(METHOXYMETHYL)ESTRA-1(10),2,4-TRIENE-3,17-DIOL	1.0	2
3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	1.0	2
3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL	1.0	2
Emodin	1.5	2
3-(4-HYDROXY-PHENYL)PYRUVIC ACID	1.5	2
2-[2-(2-FLUOROPHENYL)PYRIDIN-4-YL]-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	1.0	2
(2Z,3E)-2,3'-BIINDOLE-2',3(1H,1'H)-DIONE 3-{O-[(3R)-3,4-DIHYDROXYBUTYL]OXIME}	1.0	2
Epitestosterone	1.0	2
N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide	-1.1094379124341003	2
1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID	1.0	2
N-METHYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	1.0	2
(S)-1-PHENYL-1-[4-(9H-PURIN-6-YL)PHENYL]METHANAMINE	1.0	2
6-{4-[4-(4-CHLOROPHENYL)PIPERIDIN-4-YL]PHENYL}-9H-PURINE	1.0	2
(2R)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine	1.0	2
(2S)-2-(4-chlorophenyl)-2-[4-(1H-pyrazol-4-yl)phenyl]ethanamine	1.0	2
(2R)-2-(4-CHLOROPHENYL)-2-PHENYLETHANAMINE	1.0	2
8-(6-BROMO-BENZO[1,3]DIOXOL-5-YLSULFANYL)-9-(3-ISOPROPYLAMINO-PROPYL)-ADENINE	1.0	2
ALPHA-HYDROXYFARNESYLPHOSPHONIC ACID	1.0	2
(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL	1.0	2
N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE	1.0	2
dimethyl (1R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hepta-2,5-diene-2,3-dicarboxylate	1.0	2
Erteberel	-0.5397207708399179	2
5-(2-methylpiperazine-1-sulfonyl)isoquinoline	1.0	2
N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE	1.0	2
N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE	-2.585241997519076	2
N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine	-2.585241997519076	2
(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	-0.5397207708399179	2
(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE	-1.2482537807332401	2
4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol	1.0	2
4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL	1.0	2
1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE	1.0	2
N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE	1.0	2
2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE	1.0	2
2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID	1.5	2
3-pyridin-4-yl-1H-indazole	1.0	2
5-benzyl-1,3-thiazol-2-amine	1.0	2
1-[4-(4-chlorophenyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	1.0	2
1-[4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methanamine	1.0	2
4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	1.0	2
N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	2.0	2
3-[4-(AMINOSULFONYL)PHENYL]PROPANOIC ACID	2.0	2
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	2.0	2
7-AMINO-4-METHYL-CHROMEN-2-ONE	0.5	2
4-(4-methoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	1.0	2
2-[METHYL-(5-GERANYL-4-METHYL-PENT-3-ENYL)-AMINO]-ETHYL-DIPHOSPHATE	1.5	2
4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine	1.0	2
S-[(1-Hydroxy-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate	1.0	2
HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM	1.0	2
4-METHYL-5-{(2E)-2-[(4-MORPHOLIN-4-YLPHENYL)IMINO]-2,5-DIHYDROPYRIMIDIN-4-YL}-1,3-THIAZOL-2-AMINE	1.0	2
(8alpha,10alpha,13alpha,17beta)-17-[(4-hydroxyphenyl)carbonyl]androsta-3,5-diene-3-carboxylic acid	1.0	2
METHOXYUNDECYLPHOSPHINIC ACID	1.5	2
[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid	2.0	2
6-CYCLOHEXYLMETHYLOXY-2-(4'-HYDROXYANILINO)PURINE	1.0	2
4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE	1.0	2
3-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)-BENZENESULFONAMIDE	1.0	2
2-NAPHTHALENESULFONIC ACID	1.0	2
2,6-dicarboxynaphthalene	1.5	2
(2R)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol	1.0	2
2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	5000.5	2
3-({2-[(4-{[6-(CYCLOHEXYLMETHOXY)-9H-PURIN-2-YL]AMINO}PHENYL)SULFONYL]ETHYL}AMINO)PROPAN-1-OL	1.0	2
DIETHYL (1R,2S,3R,4S)-5,6-BIS(4-HYDROXYPHENYL)-7-OXABICYCLO[2.2.1]HEPT-5-ENE-2,3-DICARBOXYLATE	1.0	2
2-(2-HYDROXYETHYLAMINO)-6-(3-CHLOROANILINO)-9-ISOPROPYLPURINE	1.5	2
1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	1.0	2
2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	1.0	2
PARA-(BENZOYL)-PHENYLALANINE	5000.5	2
2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	1.0	2
METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	1.0	2
4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	1.5	2
METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	1.0	2
Parecoxib	1.0	2
(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol	1.0	2
METHYL 3-CHLORO-2-{3-[(2,5-DIHYDROXY-4-METHOXYPHENYL)AMINO]-3-OXOPROPYL}-4,6-DIHYDROXYBENZOATE	1.0	2
2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE	1.0	2
Efaproxiral	1.5	2
4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	-1.4143206982445475	2
1-[4-(AMINOSULFONYL)PHENYL]-1,6-DIHYDROPYRAZOLO[3,4-E]INDAZOLE-3-CARBOXAMIDE	1.0	2
2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	1.5	2
(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	1.0	2
3-PYRIDIN-4-YL-2,4-DIHYDRO-INDENO[1,2-.C.] PYRAZOLE	1.0	2
4-(ACETYLAMINO)-3-HYDROXY-5-NITROBENZOIC ACID	2.0	2
4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE	1.0	2
4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL	1.0	2
6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	1.0	2
tributylstannanyl	1.0	2
BENZOTHIAZOLE	1.5	2
1,3,5-BENZENETRICARBOXYLIC ACID	1.5	2
(20S)-19,20,21,22-TETRAHYDRO-19-OXO-5H-18,20-ETHANO-12,14-ETHENO-6,10-METHENO-18H-BENZ[D]IMIDAZO[4,3-K][1,6,9,12]OXATRIAZA-CYCLOOCTADECOSINE-9-CARBONITRILE	1.0	2
(20S)-19,20,22,23-TETRAHYDRO-19-OXO-5H,21H-18,20-ETHANO-12,14-ETHENO-6,10-METHENOBENZ[D]IMIDAZO[4,3-L][1,6,9,13]OXATRIAZACYCLONOADECOSINE-9-CARBONITRILE	1.0	2
FG-2216	1.0	2
ethyl 3-[(E)-2-amino-1-cyanoethenyl]-6,7-dichloro-1-methyl-1H-indole-2-carboxylate	1.5	2
9-amino-5-(2-aminopyrimidin-4-yl)pyrido[3',2':4,5]pyrrolo[1,2-c]pyrimidin-4-ol	1.0	2
1,3-CYCLOHEXANEDIOL, 4-METHYLENE-5-[(2E)-[(1S,3AS,7AS)-OCTAHYDRO-1-(5-HYDROXY-5-METHYL-1,3-HEXADIYNYL)-7A-METHYL-4H-INDEN-4-YLIDENE]ETHYLIDENE]-, (1R,3S,5Z)	1.0	2
6-HYDROXY-1,3-BENZOTHIAZOLE-2-SULFONAMIDE	2.0	2
3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	2.0	2
RALOXIFENE CORE	1.0	2
Dimetindene	1.0	2
Dichloroacetic Acid	2.0	2
Tetraethylammonium	1.0	2
Crizotinib	1.0	2
Fingolimod	1.0	2
Eribulin	1.0	2
Gabapentin enacarbil	1.0	2
